QSM_l_Pu_mean,QSM_r_Pu_mean,QSM_l_Cd_mean,QSM_r_Cd_mean,QSM_l_GP_mean,QSM_r_GP_mean
20.20903395337269,17.966696325897825,27.390652277203085,32.74992168636751,116.40138695893042,108.90520049706726
23.693936709803705,24.50263851914628,31.49840037560228,37.54341214495424,120.88620688980212,126.09396410886112
17.461995409193587,17.35012366508314,24.93069583173908,20.340482888254005,79.88159102814582,80.10741771095826
26.208289186224253,26.590308485421744,23.866990477811356,30.08910168321024,144.626907011737,142.47168445851682
10.898503143631212,18.09675156210333,21.340099437409528,19.331488456932345,127.1041008727638,132.11476198735633
17.09295358926442,13.687347829869127,17.71091466909302,25.85715654037696,105.79698979518298,104.7292376352636
21.926179636186816,23.0356775258546,25.3619450246476,23.980793343830467,153.83940626932736,146.74573817199806
19.118154625178764,24.90161555242484,21.47272972782284,25.328037332285326,123.26610552345412,125.5094597550146
25.5815404091426,24.229736704552916,27.40576964415906,27.60495238204403,124.56545177917268,133.81706048723586
16.073192276707072,21.44844671765701,34.95044838120101,29.99949026121537,121.7973196763446,129.20800730003228
11.248961376901644,12.181918225010014,21.68362526653709,28.90711788347133,121.61724282804532,130.40445521061548
19.051522856650628,22.56026435897081,29.01064949536301,26.371399648072675,112.93439628872746,115.77665656157268
13.936446145225718,11.011333582583282,21.771826823085963,21.170763724368246,128.16834113611745,125.96450305474828
15.686580087127297,17.622594823168285,20.54850601801777,19.14299772269048,111.30060081473124,111.16283192661405
29.84363499325025,32.57173535705465,23.498384145793025,25.52841803684965,103.60164966216396,104.70547344661335
22.48995406760168,18.17551571092089,25.22397842117954,29.113607044312285,107.29125729055148,111.48926344089556
20.59528020200661,19.39066214108509,29.49216782314353,28.303306480437136,132.6898093749747,129.81747862045387
15.312701013795287,13.430706540672604,27.705159731225088,25.53337620674948,97.80268520363514,105.25657314725755
18.80408237278469,18.493329150243103,30.710986020869417,31.09878070967469,96.10847805639705,86.15092727410443
19.350549205434667,17.591957479941804,36.53262380326532,33.32698852709588,118.40966864049597,120.96550120604256
30.21724348897247,29.68337017009636,25.78217359113533,33.43770337990165,123.46546648932365,121.9026406126266
23.293874650052103,25.65907674657096,33.42508079319067,32.89857407646615,96.68736459737968,93.4932992096592
18.5022417015403,16.803371302656874,26.891090419305115,25.21981917234497,107.46336418635433,115.2696321846274
20.857734838470275,17.884154074879202,22.51586944704308,33.63462656212691,105.94046598143775,109.58304524923516
31.42203696260138,35.75013562802275,26.095361758315264,32.954990571125585,114.486452289489,118.32121903040016
21.338062383778546,22.817228460246536,28.74426779687225,26.01047911180425,122.16039306947287,125.95413782249304
18.941463026224664,15.652560516051604,27.210646499621586,24.49515617780256,93.47109596502963,91.75723036542212
22.633038743511367,20.89061891149324,24.935062471866345,24.03706875961596,107.39906497033078,103.82504987043568
